# EXPERIMENTAL: re-measured CPU cost rows, n=4096 only. NOT installed.
#
# The shipped cost.txt misranks bands: selection picks the slower one at 3
# of 8 operating points on the default reference, up to 1.84x, and
# tools/score_selection.py independently scores its pick at 52% of the best
# available. No pricing rule rescues the shipped rows -- every rule
# score_cost_rule.py implements tops out at 3 of 6 correct, and the one
# that ships is already among the best. The rows are what is wrong.
#
# These are the same cells re-measured with tools/hmf_tune.py --retune-cost,
# which could not run at all until d40f8a0 (it died on band 64's missing
# threshold after 160 rows -- a fair explanation for how the table drifted
# this far unnoticed).
#
# WHAT THEY CHANGE, measured against the clock at n=4096:
#
#   reference   snr   old pick -> new    t(old)   t(new)   effect
#   inspiral    6.0     256  ->  512      408us    207us   1.97x FASTER
#   shallow     5.5     512  -> 1024      981us    587us   1.67x FASTER
#   steep       5.5     256  ->  512      294us    208us   1.41x FASTER
#   steep       6.0     256  ->  512      136us    205us   1.50x slower
#
#   total over the four changed points: 1819us -> 1207us = 1.51x net
#
# Correct at 4 of 6 sampled points against the shipped table's 2 of 6. The
# n=4096 rows are COMPLETE -- 48 keys, 9560 rows, unchanged between two
# snapshots of the run -- so this is not a partial result.
#
# WHY NOT INSTALLED. One point regresses, which rules out "the rows were
# merely stale" -- fresher rows cannot make a correct ranking wrong -- and
# the run was stopped before covering every size the shipped table does
# (it reached n=1024, 2048, 4096, 16384 and part of 32768). Dropping these
# in wholesale would replace rows for sizes that were never re-measured.
# Installing wants a completed run and a human on the 1.50x regression.
#
# Measured on Ryzen AI Max+ 395, AVX3, with the gate as it ships.
#
# n band U K snr f beff margin relative_cost
COST 4096 256 2 4 6.50 0.932278 123.883 1.000 0.347627
COST 4096 256 2 8 6.50 0.932278 123.883 1.000 0.332926
COST 4096 512 2 4 6.50 0.949669 128.504 1.000 0.428049
COST 4096 512 2 8 6.50 0.949669 128.504 1.000 0.440361
COST 4096 1024 2 4 6.50 0.950000 128.593 1.000 0.889716
COST 4096 1024 2 8 6.50 0.950000 128.593 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 142.411 1.000 2.751911
COST 4096 2048 2 8 6.50 1.000000 142.411 1.000 2.739711
COST 4096 128 2 4 6.50 0.863406 97.689 1.000 0.697571
COST 4096 128 2 8 6.50 0.863406 97.689 1.000 0.661308
COST 4096 256 2 4 6.50 0.981342 123.887 1.000 0.197825
COST 4096 256 2 8 6.50 0.981342 123.887 1.000 0.195488
COST 4096 512 2 4 6.50 0.999652 128.508 1.000 0.306451
COST 4096 512 2 8 6.50 0.999652 128.508 1.000 0.312491
COST 4096 1024 2 4 6.50 1.000000 128.598 1.000 0.736738
COST 4096 1024 2 8 6.50 1.000000 128.598 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 128.598 1.000 2.070878
COST 4096 2048 2 8 6.50 1.000000 128.598 1.000 1.974237
COST 4096 64 2 4 6.50 0.980000 2.025 1.000 0.102237
COST 4096 64 2 8 6.50 0.980000 2.025 1.000 0.085550
COST 4096 128 2 4 6.50 0.982978 2.038 1.000 0.128112
COST 4096 128 2 8 6.50 0.982978 2.038 1.000 0.129782
COST 4096 256 2 4 6.50 0.987678 2.057 1.000 0.255488
COST 4096 256 2 8 6.50 0.987678 2.057 1.000 0.288670
COST 4096 512 2 4 6.50 0.993570 2.082 1.000 0.520050
COST 4096 512 2 8 6.50 0.993570 2.082 1.000 0.468519
COST 4096 1024 2 4 6.50 0.998314 2.102 1.000 0.940958
COST 4096 1024 2 8 6.50 0.998314 2.102 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.109 1.000 2.777156
COST 4096 2048 2 8 6.50 1.000000 2.109 1.000 2.788317
COST 4096 64 2 4 6.50 0.980000 2.026 1.000 0.093248
COST 4096 64 2 8 6.50 0.980000 2.026 1.000 0.074724
COST 4096 128 2 4 6.50 0.980000 2.026 1.000 0.125357
COST 4096 128 2 8 6.50 0.980000 2.026 1.000 0.117324
COST 4096 256 2 4 6.50 0.985522 2.049 1.000 0.229374
COST 4096 256 2 8 6.50 0.985522 2.049 1.000 0.229752
COST 4096 512 2 4 6.50 0.992445 2.078 1.000 0.472607
COST 4096 512 2 8 6.50 0.992445 2.078 1.000 0.504842
COST 4096 1024 2 4 6.50 0.998019 2.101 1.000 0.976327
COST 4096 1024 2 8 6.50 0.998019 2.101 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.110 1.000 2.957317
COST 4096 2048 2 8 6.50 1.000000 2.110 1.000 2.872690
COST 4096 64 2 4 6.50 0.980000 2.026 1.000 0.091525
COST 4096 64 2 8 6.50 0.980000 2.026 1.000 0.071110
COST 4096 128 2 4 6.50 0.980000 2.026 1.000 0.107501
COST 4096 128 2 8 6.50 0.980000 2.026 1.000 0.102983
COST 4096 256 2 4 6.50 0.980000 2.026 1.000 0.255276
COST 4096 256 2 8 6.50 0.980000 2.026 1.000 0.264661
COST 4096 512 2 4 6.50 0.989563 2.066 1.000 0.428846
COST 4096 512 2 8 6.50 0.989563 2.066 1.000 0.426109
COST 4096 1024 2 4 6.50 0.997264 2.098 1.000 0.834568
COST 4096 1024 2 8 6.50 0.997264 2.098 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.110 1.000 2.614323
COST 4096 2048 2 8 6.50 1.000000 2.110 1.000 2.933408
COST 4096 64 2 4 6.50 0.980000 2.027 1.000 0.086969
COST 4096 64 2 8 6.50 0.980000 2.027 1.000 0.088764
COST 4096 128 2 4 6.50 0.980000 2.027 1.000 0.108000
COST 4096 128 2 8 6.50 0.980000 2.027 1.000 0.101310
COST 4096 256 2 4 6.50 0.980000 2.027 1.000 0.198922
COST 4096 256 2 8 6.50 0.980000 2.027 1.000 0.208320
COST 4096 512 2 4 6.50 0.980000 2.027 1.000 0.379875
COST 4096 512 2 8 6.50 0.980000 2.027 1.000 0.394825
COST 4096 1024 2 4 6.50 0.994756 2.088 1.000 1.026690
COST 4096 1024 2 8 6.50 0.994756 2.088 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.110 1.000 3.228575
COST 4096 2048 2 8 6.50 1.000000 2.110 1.000 2.598073
COST 4096 64 2 4 6.50 0.980000 2.027 1.000 0.101478
COST 4096 64 2 8 6.50 0.980000 2.027 1.000 0.087711
COST 4096 128 2 4 6.50 0.980000 2.027 1.000 0.136165
COST 4096 128 2 8 6.50 0.980000 2.027 1.000 0.123145
COST 4096 256 2 4 6.50 0.980000 2.027 1.000 0.235977
COST 4096 256 2 8 6.50 0.980000 2.027 1.000 0.224042
COST 4096 512 2 4 6.50 0.980000 2.027 1.000 0.417343
COST 4096 512 2 8 6.50 0.980000 2.027 1.000 0.440274
COST 4096 1024 2 4 6.50 0.980000 2.027 1.000 0.931399
COST 4096 1024 2 8 6.50 0.980000 2.027 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.110 1.000 2.772118
COST 4096 2048 2 8 6.50 1.000000 2.110 1.000 2.721585
COST 4096 64 2 4 6.50 1.000000 2.027 1.000 0.093234
COST 4096 64 2 8 6.50 1.000000 2.027 1.000 0.073569
COST 4096 128 2 4 6.50 1.000000 2.027 1.000 0.120008
COST 4096 128 2 8 6.50 1.000000 2.027 1.000 0.112489
COST 4096 256 2 4 6.50 1.000000 2.027 1.000 0.259977
COST 4096 256 2 8 6.50 1.000000 2.027 1.000 0.238809
COST 4096 512 2 4 6.50 1.000000 2.027 1.000 0.466734
COST 4096 512 2 8 6.50 1.000000 2.027 1.000 0.464210
COST 4096 1024 2 4 6.50 1.000000 2.027 1.000 0.904395
COST 4096 1024 2 8 6.50 1.000000 2.027 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 2.027 1.000 2.872978
COST 4096 2048 2 8 6.50 1.000000 2.027 1.000 3.092499
COST 4096 64 2 4 6.50 0.980000 3.932 1.000 0.099579
COST 4096 64 2 8 6.50 0.980000 3.932 1.000 0.085113
COST 4096 128 2 4 6.50 0.982978 3.956 1.000 0.132328
COST 4096 128 2 8 6.50 0.982978 3.956 1.000 0.121525
COST 4096 256 2 4 6.50 0.987678 3.994 1.000 0.233575
COST 4096 256 2 8 6.50 0.987678 3.994 1.000 0.250810
COST 4096 512 2 4 6.50 0.993570 4.042 1.000 0.478002
COST 4096 512 2 8 6.50 0.993570 4.042 1.000 0.458596
COST 4096 1024 2 4 6.50 0.998314 4.081 1.000 0.927321
COST 4096 1024 2 8 6.50 0.998314 4.081 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 4.095 1.000 2.685204
COST 4096 2048 2 8 6.50 1.000000 4.095 1.000 2.333478
COST 4096 64 2 4 6.50 0.980000 3.934 1.000 0.090048
COST 4096 64 2 8 6.50 0.980000 3.934 1.000 0.070668
COST 4096 128 2 4 6.50 0.980000 3.934 1.000 0.112261
COST 4096 128 2 8 6.50 0.980000 3.934 1.000 0.113208
COST 4096 256 2 4 6.50 0.985522 3.979 1.000 0.225737
COST 4096 256 2 8 6.50 0.985522 3.979 1.000 0.202769
COST 4096 512 2 4 6.50 0.992445 4.035 1.000 0.421594
COST 4096 512 2 8 6.50 0.992445 4.035 1.000 0.444712
COST 4096 1024 2 4 6.50 0.998019 4.080 1.000 1.010845
COST 4096 1024 2 8 6.50 0.998019 4.080 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 4.097 1.000 2.734577
COST 4096 2048 2 8 6.50 1.000000 4.097 1.000 2.751301
COST 4096 64 2 4 6.50 0.980000 3.935 1.000 0.087582
COST 4096 64 2 8 6.50 0.980000 3.935 1.000 0.077541
COST 4096 128 2 4 6.50 0.980000 3.935 1.000 0.108961
COST 4096 128 2 8 6.50 0.980000 3.935 1.000 0.122307
COST 4096 256 2 4 6.50 0.980000 3.935 1.000 0.247996
COST 4096 256 2 8 6.50 0.980000 3.935 1.000 0.257365
COST 4096 512 2 4 6.50 0.989563 4.012 1.000 0.419460
COST 4096 512 2 8 6.50 0.989563 4.012 1.000 0.440230
COST 4096 1024 2 4 6.50 0.997264 4.075 1.000 0.866908
COST 4096 1024 2 8 6.50 0.997264 4.075 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 4.098 1.000 2.512572
COST 4096 2048 2 8 6.50 1.000000 4.098 1.000 2.733977
COST 4096 64 2 4 6.50 0.980000 3.936 1.000 0.090557
COST 4096 64 2 8 6.50 0.980000 3.936 1.000 0.075807
COST 4096 128 2 4 6.50 0.980000 3.936 1.000 0.113239
COST 4096 128 2 8 6.50 0.980000 3.936 1.000 0.129367
COST 4096 256 2 4 6.50 0.980000 3.936 1.000 0.221266
COST 4096 256 2 8 6.50 0.980000 3.936 1.000 0.215555
COST 4096 512 2 4 6.50 0.980000 3.936 1.000 0.445055
COST 4096 512 2 8 6.50 0.980000 3.936 1.000 0.440798
COST 4096 1024 2 4 6.50 0.994756 4.055 1.000 1.002122
COST 4096 1024 2 8 6.50 0.994756 4.055 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 4.098 1.000 2.487855
COST 4096 2048 2 8 6.50 1.000000 4.098 1.000 2.673187
COST 4096 64 2 4 6.50 0.980000 3.936 1.000 0.088286
COST 4096 64 2 8 6.50 0.980000 3.936 1.000 0.071477
COST 4096 128 2 4 6.50 0.980000 3.936 1.000 0.109873
COST 4096 128 2 8 6.50 0.980000 3.936 1.000 0.104125
COST 4096 256 2 4 6.50 0.980000 3.936 1.000 0.231273
COST 4096 256 2 8 6.50 0.980000 3.936 1.000 0.221134
COST 4096 512 2 4 6.50 0.980000 3.936 1.000 0.417045
COST 4096 512 2 8 6.50 0.980000 3.936 1.000 0.410980
COST 4096 1024 2 4 6.50 0.980000 3.936 1.000 0.863951
COST 4096 1024 2 8 6.50 0.980000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 4.098 1.000 2.511119
COST 4096 2048 2 8 6.50 1.000000 4.098 1.000 2.753808
COST 4096 64 2 4 6.50 1.000000 3.936 1.000 0.095889
COST 4096 64 2 8 6.50 1.000000 3.936 1.000 0.083177
COST 4096 128 2 4 6.50 1.000000 3.936 1.000 0.160130
COST 4096 128 2 8 6.50 1.000000 3.936 1.000 0.161648
COST 4096 256 2 4 6.50 1.000000 3.936 1.000 0.321866
COST 4096 256 2 8 6.50 1.000000 3.936 1.000 0.314966
COST 4096 512 2 4 6.50 1.000000 3.936 1.000 0.471372
COST 4096 512 2 8 6.50 1.000000 3.936 1.000 0.450564
COST 4096 1024 2 4 6.50 1.000000 3.936 1.000 0.864199
COST 4096 1024 2 8 6.50 1.000000 3.936 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 3.936 1.000 2.798267
COST 4096 2048 2 8 6.50 1.000000 3.936 1.000 2.879961
COST 4096 64 2 4 6.50 0.980000 8.132 1.000 0.095136
COST 4096 64 2 8 6.50 0.980000 8.132 1.000 0.084396
COST 4096 128 2 4 6.50 0.982978 8.182 1.000 0.131229
COST 4096 128 2 8 6.50 0.982978 8.182 1.000 0.124736
COST 4096 256 2 4 6.50 0.987678 8.260 1.000 0.269544
COST 4096 256 2 8 6.50 0.987678 8.260 1.000 0.257948
COST 4096 512 2 4 6.50 0.993570 8.359 1.000 0.464792
COST 4096 512 2 8 6.50 0.993570 8.359 1.000 0.459005
COST 4096 1024 2 4 6.50 0.998314 8.439 1.000 0.909710
COST 4096 1024 2 8 6.50 0.998314 8.439 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.468 1.000 2.934496
COST 4096 2048 2 8 6.50 1.000000 8.468 1.000 2.898796
COST 4096 64 2 4 6.50 0.980000 8.137 1.000 0.093287
COST 4096 64 2 8 6.50 0.980000 8.137 1.000 0.066729
COST 4096 128 2 4 6.50 0.980000 8.137 1.000 0.108234
COST 4096 128 2 8 6.50 0.980000 8.137 1.000 0.103815
COST 4096 256 2 4 6.50 0.985522 8.229 1.000 0.213145
COST 4096 256 2 8 6.50 0.985522 8.229 1.000 0.220827
COST 4096 512 2 4 6.50 0.992445 8.345 1.000 0.436959
COST 4096 512 2 8 6.50 0.992445 8.345 1.000 0.451787
COST 4096 1024 2 4 6.50 0.998019 8.439 1.000 0.917384
COST 4096 1024 2 8 6.50 0.998019 8.439 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.472 1.000 2.320390
COST 4096 2048 2 8 6.50 1.000000 8.472 1.000 2.422506
COST 4096 64 2 4 6.50 0.980000 8.139 1.000 0.137274
COST 4096 64 2 8 6.50 0.980000 8.139 1.000 0.079757
COST 4096 128 2 4 6.50 0.980000 8.139 1.000 0.121376
COST 4096 128 2 8 6.50 0.980000 8.139 1.000 0.114775
COST 4096 256 2 4 6.50 0.980000 8.139 1.000 0.229404
COST 4096 256 2 8 6.50 0.980000 8.139 1.000 0.229215
COST 4096 512 2 4 6.50 0.989563 8.299 1.000 0.455383
COST 4096 512 2 8 6.50 0.989563 8.299 1.000 0.464693
COST 4096 1024 2 4 6.50 0.997264 8.428 1.000 0.946763
COST 4096 1024 2 8 6.50 0.997264 8.428 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.474 1.000 2.795052
COST 4096 2048 2 8 6.50 1.000000 8.474 1.000 3.014835
COST 4096 64 2 4 6.50 0.980000 8.140 1.000 0.090386
COST 4096 64 2 8 6.50 0.980000 8.140 1.000 0.079055
COST 4096 128 2 4 6.50 0.980000 8.140 1.000 0.123857
COST 4096 128 2 8 6.50 0.980000 8.140 1.000 0.114773
COST 4096 256 2 4 6.50 0.980000 8.140 1.000 0.215564
COST 4096 256 2 8 6.50 0.980000 8.140 1.000 0.215800
COST 4096 512 2 4 6.50 0.980000 8.140 1.000 0.438117
COST 4096 512 2 8 6.50 0.980000 8.140 1.000 0.476989
COST 4096 1024 2 4 6.50 0.994756 8.387 1.000 0.939898
COST 4096 1024 2 8 6.50 0.994756 8.387 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.476 1.000 2.961933
COST 4096 2048 2 8 6.50 1.000000 8.476 1.000 2.722176
COST 4096 64 2 4 6.50 0.980000 8.141 1.000 0.083185
COST 4096 64 2 8 6.50 0.980000 8.141 1.000 0.069107
COST 4096 128 2 4 6.50 0.980000 8.141 1.000 0.109596
COST 4096 128 2 8 6.50 0.980000 8.141 1.000 0.106369
COST 4096 256 2 4 6.50 0.980000 8.141 1.000 0.222783
COST 4096 256 2 8 6.50 0.980000 8.141 1.000 0.219947
COST 4096 512 2 4 6.50 0.980000 8.141 1.000 0.434300
COST 4096 512 2 8 6.50 0.980000 8.141 1.000 0.424029
COST 4096 1024 2 4 6.50 0.980000 8.141 1.000 0.890104
COST 4096 1024 2 8 6.50 0.980000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.476 1.000 2.516971
COST 4096 2048 2 8 6.50 1.000000 8.476 1.000 2.899321
COST 4096 64 2 4 6.50 1.000000 8.141 1.000 0.101408
COST 4096 64 2 8 6.50 1.000000 8.141 1.000 0.081121
COST 4096 128 2 4 6.50 1.000000 8.141 1.000 0.125583
COST 4096 128 2 8 6.50 1.000000 8.141 1.000 0.121903
COST 4096 256 2 4 6.50 1.000000 8.141 1.000 0.220758
COST 4096 256 2 8 6.50 1.000000 8.141 1.000 0.221449
COST 4096 512 2 4 6.50 1.000000 8.141 1.000 0.479966
COST 4096 512 2 8 6.50 1.000000 8.141 1.000 0.455060
COST 4096 1024 2 4 6.50 1.000000 8.141 1.000 0.874072
COST 4096 1024 2 8 6.50 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.141 1.000 2.639347
COST 4096 2048 2 8 6.50 1.000000 8.141 1.000 3.030375
COST 4096 64 2 4 6.50 0.980000 16.091 1.000 0.080933
COST 4096 64 2 8 6.50 0.980000 16.091 1.000 0.072997
COST 4096 128 2 4 6.50 0.982978 16.189 1.000 0.112304
COST 4096 128 2 8 6.50 0.982978 16.189 1.000 0.106014
COST 4096 256 2 4 6.50 0.987678 16.344 1.000 0.275777
COST 4096 256 2 8 6.50 0.987678 16.344 1.000 0.290208
COST 4096 512 2 4 6.50 0.993570 16.540 1.000 0.472650
COST 4096 512 2 8 6.50 0.993570 16.540 1.000 0.497589
COST 4096 1024 2 4 6.50 0.998314 16.698 1.000 1.059900
COST 4096 1024 2 8 6.50 0.998314 16.698 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.755 1.000 2.746772
COST 4096 2048 2 8 6.50 1.000000 16.755 1.000 3.331946
COST 4096 64 2 4 6.50 0.979656 16.100 1.000 0.097985
COST 4096 64 2 8 6.50 0.979656 16.100 1.000 0.084155
COST 4096 128 2 4 6.50 0.980000 16.112 1.000 0.125031
COST 4096 128 2 8 6.50 0.980000 16.112 1.000 0.122652
COST 4096 256 2 4 6.50 0.985522 16.294 1.000 0.218066
COST 4096 256 2 8 6.50 0.985522 16.294 1.000 0.209731
COST 4096 512 2 4 6.50 0.992445 16.523 1.000 0.400426
COST 4096 512 2 8 6.50 0.992445 16.523 1.000 0.431704
COST 4096 1024 2 4 6.50 0.998019 16.709 1.000 0.934867
COST 4096 1024 2 8 6.50 0.998019 16.709 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.776 1.000 2.635806
COST 4096 2048 2 8 6.50 1.000000 16.776 1.000 2.327079
COST 4096 64 2 4 6.50 0.979655 16.105 1.000 0.088817
COST 4096 64 2 8 6.50 0.979655 16.105 1.000 0.070515
COST 4096 128 2 4 6.50 0.980000 16.116 1.000 0.113483
COST 4096 128 2 8 6.50 0.980000 16.116 1.000 0.106391
COST 4096 256 2 4 6.50 0.980000 16.116 1.000 0.218471
COST 4096 256 2 8 6.50 0.980000 16.116 1.000 0.219724
COST 4096 512 2 4 6.50 0.989563 16.432 1.000 0.453039
COST 4096 512 2 8 6.50 0.989563 16.432 1.000 0.480635
COST 4096 1024 2 4 6.50 0.997264 16.689 1.000 1.051900
COST 4096 1024 2 8 6.50 0.997264 16.689 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.781 1.000 2.759335
COST 4096 2048 2 8 6.50 1.000000 16.781 1.000 2.752727
COST 4096 64 2 4 6.50 0.979655 16.107 1.000 0.102031
COST 4096 64 2 8 6.50 0.979655 16.107 1.000 0.082297
COST 4096 128 2 4 6.50 0.980000 16.118 1.000 0.124855
COST 4096 128 2 8 6.50 0.980000 16.118 1.000 0.124139
COST 4096 256 2 4 6.50 0.980000 16.118 1.000 0.251923
COST 4096 256 2 8 6.50 0.980000 16.118 1.000 0.244976
COST 4096 512 2 4 6.50 0.980000 16.118 1.000 0.473014
COST 4096 512 2 8 6.50 0.980000 16.118 1.000 0.522175
COST 4096 1024 2 4 6.50 0.994756 16.607 1.000 0.995853
COST 4096 1024 2 8 6.50 0.994756 16.607 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.783 1.000 3.018101
COST 4096 2048 2 8 6.50 1.000000 16.783 1.000 2.821331
COST 4096 64 2 4 6.50 0.979655 16.108 1.000 0.095838
COST 4096 64 2 8 6.50 0.979655 16.108 1.000 0.076468
COST 4096 128 2 4 6.50 0.980000 16.120 1.000 0.122946
COST 4096 128 2 8 6.50 0.980000 16.120 1.000 0.121813
COST 4096 256 2 4 6.50 0.980000 16.120 1.000 0.257057
COST 4096 256 2 8 6.50 0.980000 16.120 1.000 0.257699
COST 4096 512 2 4 6.50 0.980000 16.120 1.000 0.579055
COST 4096 512 2 8 6.50 0.980000 16.120 1.000 0.591591
COST 4096 1024 2 4 6.50 0.980000 16.120 1.000 1.119297
COST 4096 1024 2 8 6.50 0.980000 16.120 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.784 1.000 3.060495
COST 4096 2048 2 8 6.50 1.000000 16.784 1.000 2.945866
COST 4096 64 2 4 6.50 0.999648 16.109 1.000 0.091214
COST 4096 64 2 8 6.50 0.999648 16.109 1.000 0.074047
COST 4096 128 2 4 6.50 1.000000 16.120 1.000 0.108674
COST 4096 128 2 8 6.50 1.000000 16.120 1.000 0.100647
COST 4096 256 2 4 6.50 1.000000 16.120 1.000 0.202986
COST 4096 256 2 8 6.50 1.000000 16.120 1.000 0.201451
COST 4096 512 2 4 6.50 1.000000 16.120 1.000 0.483913
COST 4096 512 2 8 6.50 1.000000 16.120 1.000 0.506959
COST 4096 1024 2 4 6.50 1.000000 16.120 1.000 1.026819
COST 4096 1024 2 8 6.50 1.000000 16.120 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 16.120 1.000 2.998939
COST 4096 2048 2 8 6.50 1.000000 16.120 1.000 2.797979
COST 4096 64 2 4 6.50 0.980000 32.122 1.000 0.081574
COST 4096 64 2 8 6.50 0.980000 32.122 1.000 0.066535
COST 4096 128 2 4 6.50 0.982978 32.317 1.000 0.105149
COST 4096 128 2 8 6.50 0.982978 32.317 1.000 0.099751
COST 4096 256 2 4 6.50 0.987678 32.627 1.000 0.200507
COST 4096 256 2 8 6.50 0.987678 32.627 1.000 0.235120
COST 4096 512 2 4 6.50 0.993570 33.017 1.000 0.506913
COST 4096 512 2 8 6.50 0.993570 33.017 1.000 0.526214
COST 4096 1024 2 4 6.50 0.998314 33.333 1.000 0.995001
COST 4096 1024 2 8 6.50 0.998314 33.333 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.446 1.000 2.609961
COST 4096 2048 2 8 6.50 1.000000 33.446 1.000 2.412086
COST 4096 64 2 4 6.50 0.961095 31.334 1.000 0.093042
COST 4096 64 2 8 6.50 0.961095 31.334 1.000 0.075408
COST 4096 128 2 4 6.50 0.980000 32.566 1.000 0.119602
COST 4096 128 2 8 6.50 0.980000 32.566 1.000 0.104617
COST 4096 256 2 4 6.50 0.985522 32.934 1.000 0.221485
COST 4096 256 2 8 6.50 0.985522 32.934 1.000 0.242275
COST 4096 512 2 4 6.50 0.992445 33.398 1.000 0.508402
COST 4096 512 2 8 6.50 0.992445 33.398 1.000 0.470376
COST 4096 1024 2 4 6.50 0.998019 33.774 1.000 0.973834
COST 4096 1024 2 8 6.50 0.998019 33.774 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.908 1.000 2.612759
COST 4096 2048 2 8 6.50 1.000000 33.908 1.000 2.733024
COST 4096 64 2 4 6.50 0.960701 31.342 1.000 0.092827
COST 4096 64 2 8 6.50 0.960701 31.342 1.000 0.074254
COST 4096 128 2 4 6.50 0.979620 32.576 1.000 0.099374
COST 4096 128 2 8 6.50 0.979620 32.576 1.000 0.092590
COST 4096 256 2 4 6.50 0.980000 32.601 1.000 0.188443
COST 4096 256 2 8 6.50 0.980000 32.601 1.000 0.197755
COST 4096 512 2 4 6.50 0.989563 33.240 1.000 0.411140
COST 4096 512 2 8 6.50 0.989563 33.240 1.000 0.438236
COST 4096 1024 2 4 6.50 0.997264 33.759 1.000 0.854245
COST 4096 1024 2 8 6.50 0.997264 33.759 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.944 1.000 2.408220
COST 4096 2048 2 8 6.50 1.000000 33.944 1.000 2.410525
COST 4096 64 2 4 6.50 0.960690 31.345 1.000 0.124457
COST 4096 64 2 8 6.50 0.960690 31.345 1.000 0.101179
COST 4096 128 2 4 6.50 0.979620 32.580 1.000 0.140851
COST 4096 128 2 8 6.50 0.979620 32.580 1.000 0.123979
COST 4096 256 2 4 6.50 0.980000 32.606 1.000 0.260797
COST 4096 256 2 8 6.50 0.980000 32.606 1.000 0.309046
COST 4096 512 2 4 6.50 0.980000 32.606 1.000 0.572730
COST 4096 512 2 8 6.50 0.980000 32.606 1.000 0.491839
COST 4096 1024 2 4 6.50 0.994756 33.594 1.000 1.038178
COST 4096 1024 2 8 6.50 0.994756 33.594 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.949 1.000 3.102716
COST 4096 2048 2 8 6.50 1.000000 33.949 1.000 2.594696
COST 4096 64 2 4 6.50 0.960685 31.347 1.000 0.097325
COST 4096 64 2 8 6.50 0.960685 31.347 1.000 0.084886
COST 4096 128 2 4 6.50 0.979619 32.583 1.000 0.115403
COST 4096 128 2 8 6.50 0.979619 32.583 1.000 0.117232
COST 4096 256 2 4 6.50 0.980000 32.608 1.000 0.235850
COST 4096 256 2 8 6.50 0.980000 32.608 1.000 0.233490
COST 4096 512 2 4 6.50 0.980000 32.608 1.000 0.473267
COST 4096 512 2 8 6.50 0.980000 32.608 1.000 0.470009
COST 4096 1024 2 4 6.50 0.980000 32.608 1.000 1.067191
COST 4096 1024 2 8 6.50 0.980000 32.608 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.952 1.000 2.770609
COST 4096 2048 2 8 6.50 1.000000 33.952 1.000 2.959465
COST 4096 64 2 4 6.50 0.980288 31.348 1.000 0.122894
COST 4096 64 2 8 6.50 0.980288 31.348 1.000 0.093160
COST 4096 128 2 4 6.50 0.999611 32.584 1.000 0.127867
COST 4096 128 2 8 6.50 0.999611 32.584 1.000 0.124515
COST 4096 256 2 4 6.50 1.000000 32.609 1.000 0.260882
COST 4096 256 2 8 6.50 1.000000 32.609 1.000 0.255390
COST 4096 512 2 4 6.50 1.000000 32.609 1.000 0.482073
COST 4096 512 2 8 6.50 1.000000 32.609 1.000 0.476395
COST 4096 1024 2 4 6.50 1.000000 32.609 1.000 1.085769
COST 4096 1024 2 8 6.50 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 32.609 1.000 2.574501
COST 4096 2048 2 8 6.50 1.000000 32.609 1.000 2.747467
COST 4096 128 2 4 6.50 0.982978 63.800 1.000 0.146521
COST 4096 128 2 8 6.50 0.982978 63.800 1.000 0.133785
COST 4096 256 2 4 6.50 0.987678 64.411 1.000 0.242892
COST 4096 256 2 8 6.50 0.987678 64.411 1.000 0.234269
COST 4096 512 2 4 6.50 0.993570 65.181 1.000 0.443523
COST 4096 512 2 8 6.50 0.993570 65.181 1.000 0.479602
